driver_age,vehicle_value,vehicle_age,annual_mileage,region,driving_experience,claim_count,claim_cost,pure_premium
23,21844.9,8,7679,central,5,1,735.49,735.49
65,13888.4,3,23473,north,47,0,0.0,0.0
42,13142.13,12,6742,north,24,0,0.0,0.0
21,13503.74,10,31321,central,3,0,0.0,0.0
50,18083.4,1,17677,north,32,1,190.57,190.57
38,23712.97,12,33273,north,20,0,0.0,0.0
69,27694.03,4,45875,north,51,0,0.0,0.0
54,13416.25,16,36832,west,36,0,0.0,0.0
32,33238.44,12,13540,south,14,0,0.0,0.0
48,11592.03,11,49136,central,30,0,0.0,0.0
32,20816.69,13,6760,south,14,0,0.0,0.0
53,20437.44,20,43179,south,35,0,0.0,0.0
48,8779.01,17,27424,north,30,0,0.0,0.0
29,32361.46,19,8918,east,11,0,0.0,0.0
61,17225.51,12,29622,south,43,0,0.0,0.0
39,26937.94,14,23086,west,21,0,0.0,0.0
29,18544.28,4,21092,north,11,0,0.0,0.0
38,36854.98,5,37338,east,20,0,0.0,0.0
22,23172.4,3,30308,north,4,0,0.0,0.0
43,30096.84,9,13573,east,25,0,0.0,0.0
31,24505.14,3,39346,south,13,0,0.0,0.0
40,18647.09,13,22217,west,22,0,0.0,0.0
31,12374.27,1,6478,west,13,0,0.0,0.0
49,10378.49,5,32343,north,31,0,0.0,0.0
28,11219.73,11,15429,east,10,0,0.0,0.0
39,20746.74,7,33780,west,21,0,0.0,0.0
70,57460.3,1,19211,east,52,1,1978.55,1978.55
46,21656.34,8,6319,north,28,0,0.0,0.0
34,22700.78,4,19610,central,16,0,0.0,0.0
28,13138.97,18,5193,west,10,1,689.11,689.11
37,8869.05,5,12315,west,19,1,1057.06,1057.06
57,19998.93,15,23737,central,39,0,0.0,0.0
55,15492.52,17,26961,north,37,0,0.0,0.0
71,18609.52,13,20590,south,53,0,0.0,0.0
32,9240.15,15,48052,east,14,0,0.0,0.0
29,24479.75,19,45301,south,11,0,0.0,0.0
49,26022.93,11,40542,east,31,1,190.21,190.21
27,18005.96,6,47310,east,9,1,1199.56,1199.56
57,13307.76,13,19598,central,39,0,0.0,0.0
62,68891.39,4,46381,north,44,0,0.0,0.0
37,41328.64,8,5212,central,19,1,301.48,301.48
39,8266.98,7,41264,west,21,0,0.0,0.0
43,30669.3,16,19772,east,25,0,0.0,0.0
45,45008.81,15,35622,south,27,1,990.52,990.52
51,12119.07,11,20881,east,33,0,0.0,0.0
30,12572.0,1,34259,south,12,0,0.0,0.0
57,17769.13,16,35170,east,39,1,219.49,219.49
60,31162.27,19,20992,central,42,0,0.0,0.0
38,13548.81,9,40680,west,20,0,0.0,0.0
45,27755.64,12,28612,central,27,0,0.0,0.0
50,26479.01,10,20523,south,32,0,0.0,0.0
64,13919.61,1,9009,south,46,1,550.28,550.28
47,15894.65,12,24369,north,29,0,0.0,0.0
25,23580.09,5,32514,south,7,0,0.0,0.0
71,28252.51,5,38589,west,53,1,232.69,232.69
35,24674.45,12,30491,west,17,0,0.0,0.0
31,19636.81,4,19108,west,13,0,0.0,0.0
44,18272.25,18,11478,east,26,0,0.0,0.0
45,28838.41,18,46168,central,27,0,0.0,0.0
29,32630.63,5,36247,west,11,1,1409.49,1409.49
30,11013.08,19,49215,south,12,0,0.0,0.0
55,25165.23,20,12611,central,37,2,1179.4,2358.8
57,13031.75,19,10321,north,39,0,0.0,0.0
26,19347.59,11,42401,central,8,1,1305.48,1305.48
25,18363.58,8,21992,south,7,1,249.19,249.19
49,18359.56,11,35341,south,31,0,0.0,0.0
32,15348.92,4,40325,east,14,0,0.0,0.0
28,18216.87,17,47703,south,10,0,0.0,0.0
48,21474.58,4,17551,west,30,0,0.0,0.0
36,11177.59,6,31843,west,18,0,0.0,0.0
33,23095.95,8,5033,north,15,1,331.15,331.15
39,8326.7,19,11477,west,21,0,0.0,0.0
43,14838.62,12,8892,south,25,0,0.0,0.0
36,21095.21,14,31072,south,18,0,0.0,0.0
42,9584.35,4,9258,west,24,0,0.0,0.0
54,12593.02,20,27856,central,36,0,0.0,0.0
68,16108.61,3,37257,south,50,0,0.0,0.0
48,23329.18,10,35968,west,30,0,0.0,0.0
49,18761.45,18,34078,east,31,0,0.0,0.0
44,14263.02,18,45004,south,26,1,160.83,160.83
54,31493.1,7,9707,central,36,0,0.0,0.0
47,62131.18,1,18170,east,29,1,1937.5,1937.5
28,18039.16,8,8075,central,10,0,0.0,0.0
62,62806.27,15,42621,north,44,1,6126.25,6126.25
30,34466.37,16,34222,west,12,0,0.0,0.0
37,20172.62,13,10265,central,19,0,0.0,0.0
56,21929.27,4,34053,north,38,0,0.0,0.0
61,11357.09,5,48956,south,43,0,0.0,0.0
43,11780.43,20,44778,central,25,0,0.0,0.0
42,18034.66,5,25744,west,24,0,0.0,0.0
43,26146.76,19,29025,west,25,0,0.0,0.0
32,15247.22,1,10340,central,14,0,0.0,0.0
30,19134.68,20,29032,south,12,1,1669.41,1669.41
46,18908.51,11,11625,south,28,0,0.0,0.0
26,19360.3,4,48470,south,8,0,0.0,0.0
32,17219.14,7,6349,east,14,0,0.0,0.0
34,16070.76,6,32033,central,16,0,0.0,0.0
33,17401.9,10,39056,south,15,1,153.52,153.52
57,32338.65,15,29008,south,39,0,0.0,0.0
48,14771.4,8,28273,east,30,0,0.0,0.0
28,33602.11,3,14454,north,10,0,0.0,0.0
38,12150.17,11,22074,west,20,0,0.0,0.0
38,29048.41,2,44084,central,20,0,0.0,0.0
23,17030.28,9,15238,north,5,0,0.0,0.0
49,9807.38,17,21187,west,31,0,0.0,0.0
54,25494.38,2,43536,east,36,0,0.0,0.0
52,7072.48,17,29712,south,34,0,0.0,0.0
60,4870.49,15,43817,west,42,0,0.0,0.0
41,14047.78,6,5990,west,23,1,420.73,420.73
26,28924.82,19,37161,south,8,0,0.0,0.0
42,16145.13,5,9561,south,24,0,0.0,0.0
36,8462.76,4,39999,east,18,0,0.0,0.0
35,17663.4,16,32324,east,17,0,0.0,0.0
30,18308.36,11,30624,east,12,0,0.0,0.0
37,6840.68,20,47730,west,19,1,1305.15,1305.15
48,32112.82,13,35809,south,30,0,0.0,0.0
56,10203.46,5,42132,east,38,0,0.0,0.0
37,16501.76,9,27758,east,19,0,0.0,0.0
30,13456.31,6,21954,south,12,0,0.0,0.0
64,19079.99,19,10115,central,46,0,0.0,0.0
27,10492.46,11,34562,south,9,0,0.0,0.0
40,9006.34,15,39434,west,22,2,1099.8,2199.6
38,22851.38,17,34711,west,20,2,1112.53,2225.06
28,6328.58,8,42074,north,10,0,0.0,0.0
69,8162.22,20,10786,central,51,0,0.0,0.0
27,11533.43,12,44729,south,9,0,0.0,0.0
43,23263.46,20,18206,east,25,1,354.65,354.65
35,44655.13,15,14441,north,17,0,0.0,0.0
41,9277.52,19,5248,west,23,0,0.0,0.0
52,25593.89,5,37152,south,34,0,0.0,0.0
55,13325.22,5,45220,west,37,0,0.0,0.0
39,13840.09,12,49890,south,21,0,0.0,0.0
22,27089.57,14,9503,central,4,1,548.09,548.09
60,34415.82,6,31677,west,42,0,0.0,0.0
62,11766.72,6,35875,west,44,1,1102.35,1102.35
42,14236.68,4,27967,central,24,1,644.84,644.84
46,15636.25,1,26501,central,28,1,144.03,144.03
41,6247.47,12,38390,south,23,0,0.0,0.0
44,27901.56,7,23191,east,26,0,0.0,0.0
42,18882.66,19,37255,east,24,0,0.0,0.0
66,17506.21,13,34091,central,48,0,0.0,0.0
43,26852.4,17,46845,north,25,0,0.0,0.0
51,22165.63,14,32458,north,33,0,0.0,0.0
55,15317.61,11,13463,east,37,0,0.0,0.0
33,16105.07,17,27635,north,15,1,635.52,635.52
23,18767.66,3,44517,north,5,0,0.0,0.0
33,31542.92,9,37417,central,15,0,0.0,0.0
29,11297.47,4,16977,central,11,0,0.0,0.0
64,10611.5,6,39777,west,46,1,775.8,775.8
36,24013.33,19,48974,west,18,0,0.0,0.0
50,32687.93,8,41076,east,32,0,0.0,0.0
41,23772.82,3,8705,west,23,0,0.0,0.0
40,16074.26,4,9081,west,22,1,550.83,550.83
61,7573.0,15,30214,central,43,0,0.0,0.0
69,11220.4,5,26588,south,51,0,0.0,0.0
27,20969.89,14,47413,west,9,1,754.87,754.87
49,47853.01,1,19713,north,31,0,0.0,0.0
23,18218.84,7,46105,central,5,0,0.0,0.0
41,16248.14,19,38554,west,23,0,0.0,0.0
47,22570.38,14,21282,central,29,0,0.0,0.0
27,14942.81,13,15970,central,9,0,0.0,0.0
41,63448.01,1,40448,south,23,0,0.0,0.0
28,18584.17,10,16530,east,10,0,0.0,0.0
30,8760.38,15,44463,east,12,0,0.0,0.0
63,15552.25,15,21901,west,45,0,0.0,0.0
63,14237.67,10,24791,east,45,0,0.0,0.0
67,4658.92,5,38826,east,49,1,1268.95,1268.95
48,13331.39,10,11223,west,30,0,0.0,0.0
45,8063.64,4,6263,south,27,0,0.0,0.0
36,41342.01,14,23929,west,18,1,453.68,453.68
25,24890.45,4,14196,west,7,0,0.0,0.0
67,8351.21,4,35376,south,49,1,354.03,354.03
32,30209.5,2,15647,east,14,0,0.0,0.0
51,22174.65,11,13730,central,33,1,894.73,894.73
48,13606.77,9,10038,north,30,0,0.0,0.0
56,10307.72,4,41788,south,38,1,330.51,330.51
52,27083.73,20,16202,east,34,2,1860.81,3721.62
33,29898.85,14,25881,west,15,0,0.0,0.0
32,10859.77,5,17577,north,14,0,0.0,0.0
23,9722.31,5,38548,north,5,0,0.0,0.0
25,18111.15,20,23310,central,7,0,0.0,0.0
28,14864.01,3,16837,east,10,0,0.0,0.0
31,10549.01,14,37472,south,13,0,0.0,0.0
54,13558.43,6,34533,east,36,0,0.0,0.0
40,35449.97,2,32925,south,22,0,0.0,0.0
57,10933.35,12,47002,west,39,0,0.0,0.0
44,15270.39,2,49362,west,26,0,0.0,0.0
34,22314.63,14,36728,north,16,1,1433.13,1433.13
40,20835.48,8,25971,north,22,0,0.0,0.0
36,16361.28,9,14208,east,18,0,0.0,0.0
50,19724.15,19,10238,south,32,0,0.0,0.0
33,19963.5,3,22140,west,15,0,0.0,0.0
32,7871.02,3,21249,central,14,0,0.0,0.0
40,21424.08,10,22556,north,22,0,0.0,0.0
24,16451.65,5,15583,west,6,0,0.0,0.0
61,12566.56,12,21714,north,43,0,0.0,0.0
45,10072.0,18,46715,east,27,0,0.0,0.0
60,5627.43,14,31870,north,42,1,765.91,765.91
48,12663.11,4,23348,east,30,0,0.0,0.0
44,33226.4,17,48805,west,26,0,0.0,0.0
48,22639.35,1,44654,west,30,0,0.0,0.0
28,32539.79,8,17586,west,10,0,0.0,0.0
42,12840.09,15,40511,south,24,0,0.0,0.0
29,15478.26,13,36694,west,11,0,0.0,0.0
60,8013.52,6,21951,south,42,0,0.0,0.0
35,15624.28,5,38014,south,17,0,0.0,0.0
32,23753.65,5,25365,central,14,0,0.0,0.0
36,26325.57,12,20464,north,18,0,0.0,0.0
25,10061.1,8,41567,south,7,0,0.0,0.0
27,27913.72,5,19117,west,9,0,0.0,0.0
57,24538.73,14,21720,north,39,0,0.0,0.0
37,21552.26,2,26858,west,19,0,0.0,0.0
29,14493.84,15,48299,central,11,0,0.0,0.0
44,26735.5,3,8184,north,26,0,0.0,0.0
61,17746.03,10,36070,south,43,0,0.0,0.0
30,17532.16,10,33735,west,12,0,0.0,0.0
61,9419.23,4,21398,west,43,0,0.0,0.0
31,5223.26,12,22474,west,13,0,0.0,0.0
33,13025.45,2,40309,south,15,1,224.13,224.13
46,22404.87,18,10270,central,28,0,0.0,0.0
64,19168.16,12,45746,east,46,0,0.0,0.0
29,9373.03,10,43780,central,11,0,0.0,0.0
37,15385.72,3,13860,north,19,0,0.0,0.0
40,23432.39,7,32726,west,22,0,0.0,0.0
36,16388.49,1,40307,central,18,0,0.0,0.0
72,18678.88,15,9870,east,54,0,0.0,0.0
44,14048.86,4,39982,east,26,0,0.0,0.0
25,21379.5,17,7647,north,7,1,586.22,586.22
48,28888.6,19,35229,north,30,3,942.55,2827.65
58,19249.06,1,37233,east,40,0,0.0,0.0
43,10116.11,4,16017,east,25,0,0.0,0.0
45,20475.91,5,14035,west,27,0,0.0,0.0
38,23627.84,1,12080,north,20,0,0.0,0.0
56,13480.13,17,41469,west,38,1,992.97,992.97
38,13439.88,15,18292,south,20,1,1124.5,1124.5
30,9337.1,1,8545,north,12,0,0.0,0.0
47,19195.2,3,9254,east,29,1,247.49,247.49
21,29146.39,2,7643,central,3,0,0.0,0.0
58,8954.51,8,15411,south,40,0,0.0,0.0
39,8729.54,8,27280,south,21,0,0.0,0.0
37,20267.41,4,5453,west,19,0,0.0,0.0
57,21701.48,16,46545,north,39,0,0.0,0.0
46,66715.17,1,47444,central,28,0,0.0,0.0
28,14973.02,4,32940,north,10,0,0.0,0.0
44,32465.7,18,47098,north,26,0,0.0,0.0
37,28343.98,7,48652,south,19,1,1280.7,1280.7
34,26441.54,4,20383,south,16,2,600.48,1200.96
30,14205.34,6,14294,west,12,1,676.56,676.56
57,32462.79,12,14679,north,39,0,0.0,0.0
67,7681.37,9,32150,south,49,0,0.0,0.0
59,24524.04,17,41390,east,41,1,350.83,350.83
58,24463.61,20,9995,south,40,1,1263.67,1263.67
26,15834.3,1,31473,south,8,0,0.0,0.0
22,25294.0,9,41566,east,4,0,0.0,0.0
35,28037.42,5,11861,west,17,0,0.0,0.0
44,7996.25,6,10897,north,26,0,0.0,0.0
65,18465.32,1,48792,west,47,1,1690.8,1690.8
28,30762.28,9,46575,west,10,0,0.0,0.0
39,12566.21,5,36495,north,21,0,0.0,0.0
54,14748.4,7,37291,north,36,1,137.3,137.3
30,18993.41,15,48207,north,12,0,0.0,0.0
34,11017.53,14,38444,west,16,0,0.0,0.0
36,13844.13,5,35614,west,18,0,0.0,0.0
35,32582.53,18,19770,west,17,0,0.0,0.0
62,25697.8,14,48230,north,44,0,0.0,0.0
34,12462.53,2,20109,west,16,0,0.0,0.0
54,34769.62,13,27773,north,36,0,0.0,0.0
48,24329.87,19,11751,west,30,0,0.0,0.0
29,9947.77,17,41227,central,11,1,384.36,384.36
30,28061.05,16,49614,east,12,0,0.0,0.0
28,9533.74,9,20712,south,10,0,0.0,0.0
23,26735.5,14,21104,north,5,0,0.0,0.0
45,8470.29,10,23770,east,27,0,0.0,0.0
42,16805.39,9,25297,west,24,0,0.0,0.0
63,32199.26,13,34297,south,45,0,0.0,0.0
25,9438.26,10,12949,west,7,0,0.0,0.0
36,6721.01,11,22250,central,18,0,0.0,0.0
42,9349.29,2,27457,north,24,0,0.0,0.0
45,13060.89,16,9193,west,27,0,0.0,0.0
55,18329.59,8,6208,south,37,1,520.27,520.27
52,30503.28,6,17886,south,34,0,0.0,0.0
55,16196.13,19,23438,central,37,0,0.0,0.0
30,39465.72,13,27225,east,12,0,0.0,0.0
65,17650.0,2,37661,central,47,1,612.35,612.35
66,15588.16,3,11341,central,48,0,0.0,0.0
38,25644.47,20,6224,south,20,0,0.0,0.0
41,23085.12,14,35128,central,23,1,573.99,573.99
64,8237.14,13,17412,west,46,1,521.57,521.57
49,7789.85,13,41668,north,31,1,1120.52,1120.52
45,39671.59,5,22581,west,27,0,0.0,0.0
38,25418.69,4,11871,west,20,0,0.0,0.0
76,32280.95,16,17418,west,58,1,1439.18,1439.18
46,15253.52,12,13926,central,28,0,0.0,0.0
56,11150.04,2,36690,east,38,0,0.0,0.0
34,43986.89,15,45791,south,16,0,0.0,0.0
56,24589.68,18,28328,south,38,1,1723.99,1723.99
64,11096.7,10,29883,south,46,0,0.0,0.0
63,13696.52,15,38657,south,45,0,0.0,0.0
54,10359.66,18,9612,central,36,1,194.41,194.41
42,9906.63,14,23285,north,24,1,1711.94,1711.94
68,20254.46,18,43925,south,50,1,742.22,742.22
46,29254.46,7,42768,north,28,0,0.0,0.0
27,14225.08,20,33105,east,9,0,0.0,0.0
62,10907.36,7,49306,east,44,0,0.0,0.0
38,29157.01,2,16434,north,20,0,0.0,0.0
43,27482.24,15,14724,central,25,0,0.0,0.0
21,13127.27,16,23750,central,3,1,609.0,609.0
47,40786.87,13,13323,central,29,0,0.0,0.0
39,18252.09,20,32457,west,21,0,0.0,0.0
42,10854.53,7,30628,south,24,1,521.08,521.08
30,9588.12,2,42803,north,12,1,156.29,156.29
51,32697.78,6,5706,north,33,0,0.0,0.0
28,41289.78,9,43722,west,10,0,0.0,0.0
42,17892.29,20,14193,west,24,0,0.0,0.0
40,56989.17,20,14899,north,22,0,0.0,0.0
51,10672.44,9,26635,east,33,0,0.0,0.0
38,12499.74,6,40016,south,20,0,0.0,0.0
40,20281.81,13,22664,west,22,0,0.0,0.0
45,22534.63,7,49931,west,27,0,0.0,0.0
49,7681.59,4,40852,west,31,0,0.0,0.0
52,14677.49,14,24438,west,34,0,0.0,0.0
47,52008.49,3,6491,south,29,0,0.0,0.0
62,18670.67,2,34113,west,44,0,0.0,0.0
40,14069.43,18,8388,central,22,0,0.0,0.0
33,33571.54,1,31244,south,15,0,0.0,0.0
67,13766.77,6,21610,east,49,0,0.0,0.0
51,23423.31,20,42594,north,33,0,0.0,0.0
50,35470.54,6,15444,east,32,1,1145.63,1145.63
46,16345.85,17,28587,south,28,0,0.0,0.0
36,72014.13,1,41932,west,18,0,0.0,0.0
25,35284.89,2,25505,north,7,1,2055.29,2055.29
62,26046.06,3,40551,north,44,0,0.0,0.0
67,16291.55,13,10852,east,49,0,0.0,0.0
29,15818.53,2,7359,west,11,0,0.0,0.0
60,11448.47,14,14866,east,42,0,0.0,0.0
52,10111.32,7,9358,west,34,1,1058.0,1058.0
30,7122.53,2,8678,east,12,0,0.0,0.0
39,14509.09,5,46130,west,21,1,661.58,661.58
37,6665.48,6,21919,west,19,0,0.0,0.0
41,8208.3,8,7058,west,23,0,0.0,0.0
38,25793.7,17,14894,central,20,0,0.0,0.0
33,17709.19,16,19204,east,15,0,0.0,0.0
39,38724.54,15,13700,north,21,0,0.0,0.0
48,19599.15,3,40481,south,30,0,0.0,0.0
35,12742.25,14,17214,east,17,0,0.0,0.0
65,11438.2,4,28311,west,47,0,0.0,0.0
46,17117.5,3,6688,north,28,0,0.0,0.0
61,29812.59,7,9192,west,43,0,0.0,0.0
29,21496.49,6,11322,south,11,0,0.0,0.0
31,20435.46,16,17813,east,13,2,497.62,995.24
39,32517.29,5,12011,east,21,0,0.0,0.0
61,21227.8,12,31545,north,43,0,0.0,0.0
45,22795.95,11,39106,central,27,0,0.0,0.0
60,14211.55,1,12930,west,42,0,0.0,0.0
22,11970.22,5,49023,central,4,0,0.0,0.0
44,22843.68,2,25041,central,26,0,0.0,0.0
77,24348.97,5,21051,north,59,2,583.0,1166.0
29,18563.88,15,12413,south,11,0,0.0,0.0
40,35627.53,9,23741,west,22,0,0.0,0.0
38,9712.92,1,36706,west,20,1,401.4,401.4
42,15131.5,7,6859,south,24,0,0.0,0.0
23,30067.48,14,13633,east,5,2,1070.89,2141.78
66,23552.61,1,14945,central,48,0,0.0,0.0
36,38018.3,19,42150,south,18,1,1570.58,1570.58
27,7595.02,19,46384,east,9,1,501.13,501.13
29,38946.09,9,43005,south,11,1,1818.22,1818.22
28,12456.53,1,24510,east,10,0,0.0,0.0
29,36979.84,17,30145,central,11,0,0.0,0.0
40,18228.29,19,38395,south,22,1,959.68,959.68
54,9083.7,14,44921,east,36,0,0.0,0.0
56,36279.62,17,24960,south,38,0,0.0,0.0
36,20394.93,2,8507,west,18,1,294.42,294.42
43,27646.48,1,7290,east,25,1,290.66,290.66
35,7263.47,19,5903,west,17,0,0.0,0.0
36,19097.45,7,39185,central,18,0,0.0,0.0
25,24321.59,8,25430,west,7,0,0.0,0.0
31,18377.91,14,11992,north,13,0,0.0,0.0
43,15557.99,16,48889,west,25,2,692.17,1384.34
45,9135.25,16,41815,north,27,1,286.46,286.46
60,11289.27,6,20102,central,42,2,528.73,1057.46
58,17820.1,7,32428,east,40,0,0.0,0.0
51,17879.08,9,8777,central,33,0,0.0,0.0
50,7489.31,18,35423,west,32,0,0.0,0.0
46,33296.12,2,8985,north,28,0,0.0,0.0
70,9271.42,2,47664,south,52,0,0.0,0.0
56,7171.13,15,20646,north,38,1,832.76,832.76
31,6388.04,18,27196,west,13,1,513.68,513.68
35,26502.49,4,11771,west,17,0,0.0,0.0
55,12426.81,13,44255,west,37,0,0.0,0.0
27,11576.64,12,40998,east,9,0,0.0,0.0
44,13076.17,3,28597,east,26,0,0.0,0.0
46,19276.67,5,38420,north,28,0,0.0,0.0
72,16773.73,7,11273,central,54,1,1492.87,1492.87
69,15027.34,12,35439,west,51,2,370.49,740.98
37,13157.1,1,19623,south,19,0,0.0,0.0
21,43158.81,18,11976,north,3,0,0.0,0.0
50,14371.64,1,32089,central,32,0,0.0,0.0
19,17186.48,2,8580,west,1,0,0.0,0.0
21,8668.03,18,37163,south,3,0,0.0,0.0
37,7080.68,17,19104,east,19,0,0.0,0.0
21,23850.2,19,10641,south,3,0,0.0,0.0
32,6868.98,20,7865,north,14,2,90.93,181.86
54,23239.46,3,38623,north,36,1,706.12,706.12
35,8484.12,20,28430,north,17,0,0.0,0.0
44,23034.62,2,48692,east,26,0,0.0,0.0
30,17100.56,16,31428,east,12,0,0.0,0.0
58,6473.45,16,5802,north,40,0,0.0,0.0
49,45618.11,7,27909,central,31,0,0.0,0.0
27,11388.93,10,17430,east,9,0,0.0,0.0
38,13529.17,20,32903,south,20,0,0.0,0.0
48,19002.08,11,36689,north,30,0,0.0,0.0
27,12041.42,6,49224,east,9,0,0.0,0.0
26,22115.05,18,35456,central,8,1,217.69,217.69
28,16183.67,5,26832,west,10,0,0.0,0.0
69,38296.49,12,49697,north,51,0,0.0,0.0
32,7078.46,7,21414,west,14,1,283.4,283.4
30,18812.34,10,43521,west,12,2,849.52,1699.04
27,16585.46,16,49454,west,9,0,0.0,0.0
30,43891.65,2,48951,north,12,0,0.0,0.0
35,13716.92,20,38199,east,17,0,0.0,0.0
25,21081.99,14,45440,east,7,0,0.0,0.0
68,26248.3,4,44956,east,50,0,0.0,0.0
27,12757.41,10,15474,south,9,0,0.0,0.0
38,19204.19,6,44930,east,20,0,0.0,0.0
24,29695.25,11,13368,north,6,0,0.0,0.0
28,34566.04,12,14239,central,10,0,0.0,0.0
29,14269.82,20,25186,east,11,0,0.0,0.0
75,15692.93,6,20132,west,57,0,0.0,0.0
37,23403.18,3,13583,south,19,0,0.0,0.0
27,10431.03,14,14055,east,9,0,0.0,0.0
49,24359.11,15,7686,north,31,0,0.0,0.0
56,10220.45,9,44527,west,38,0,0.0,0.0
47,32882.58,1,13564,north,29,0,0.0,0.0
28,26805.49,19,21339,west,10,0,0.0,0.0
23,24781.05,7,37574,south,5,1,782.4,782.4
51,35017.17,12,29725,west,33,0,0.0,0.0
50,7389.92,15,31066,east,32,0,0.0,0.0
23,21850.6,3,43841,central,5,1,2584.11,2584.11
22,23535.73,5,36804,central,4,1,1193.38,1193.38
45,9380.98,14,23776,north,27,0,0.0,0.0
31,19950.51,12,37062,south,13,1,203.23,203.23
44,17901.53,18,10696,west,26,0,0.0,0.0
46,42707.13,5,20249,east,28,0,0.0,0.0
54,9876.76,14,35659,south,36,0,0.0,0.0
37,8211.48,14,19212,west,19,0,0.0,0.0
57,13856.84,20,21943,east,39,0,0.0,0.0
42,10062.6,13,25701,west,24,0,0.0,0.0
45,10513.51,17,16281,west,27,0,0.0,0.0
38,14945.59,4,39611,south,20,0,0.0,0.0
26,11835.63,18,34536,east,8,0,0.0,0.0
44,9903.43,3,37076,south,26,0,0.0,0.0
62,33769.59,9,10946,south,44,0,0.0,0.0
41,41349.9,9,13095,west,23,0,0.0,0.0
56,77750.03,10,15230,east,38,1,1505.52,1505.52
47,21426.2,20,47727,north,29,0,0.0,0.0
48,25137.98,17,49935,west,30,0,0.0,0.0
63,7509.25,9,43700,north,45,2,140.38,280.76
34,8231.18,16,28964,west,16,1,322.24,322.24
46,34988.65,20,37443,west,28,1,839.73,839.73
58,18788.63,14,9370,north,40,0,0.0,0.0
34,23292.71,19,40464,central,16,0,0.0,0.0
56,42869.67,13,31015,central,38,0,0.0,0.0
48,12011.99,14,40777,central,30,0,0.0,0.0
33,23142.73,7,26103,south,15,0,0.0,0.0
33,25010.97,2,19326,central,15,0,0.0,0.0
38,22193.61,9,47361,central,20,0,0.0,0.0
31,8678.78,1,13414,east,13,0,0.0,0.0
44,10807.63,13,26920,central,26,1,752.46,752.46
25,13223.62,16,43620,central,7,0,0.0,0.0
37,12610.51,2,24141,central,19,0,0.0,0.0
24,23302.38,3,6101,central,6,0,0.0,0.0
22,8800.09,17,47616,south,4,0,0.0,0.0
46,13402.07,20,16599,central,28,1,145.51,145.51
22,15101.91,17,26633,west,4,0,0.0,0.0
70,11202.4,20,7086,west,52,0,0.0,0.0
45,25342.09,16,8362,south,27,0,0.0,0.0
53,16116.57,4,39610,south,35,1,523.81,523.81
51,12973.11,5,24841,east,33,0,0.0,0.0
43,18124.11,8,26927,north,25,0,0.0,0.0
24,29213.87,10,47066,central,6,0,0.0,0.0
35,23326.74,20,34371,central,17,0,0.0,0.0
50,29013.22,10,7087,north,32,0,0.0,0.0
46,30800.77,2,26667,east,28,0,0.0,0.0
61,21721.1,14,28677,central,43,1,1103.31,1103.31
42,39825.17,12,46612,south,24,0,0.0,0.0
53,12950.7,16,33895,south,35,0,0.0,0.0
36,25277.64,11,38854,central,18,0,0.0,0.0
40,7171.26,11,33540,central,22,0,0.0,0.0
44,26022.42,1,28462,south,26,0,0.0,0.0
50,31294.15,15,49581,south,32,0,0.0,0.0
45,9351.42,9,27394,north,27,0,0.0,0.0
49,43048.23,10,20006,west,31,0,0.0,0.0
44,17203.18,2,11163,west,26,0,0.0,0.0
32,16792.79,14,45016,east,14,1,855.71,855.71
29,16241.7,18,8118,south,11,0,0.0,0.0
26,16326.25,8,21720,north,8,0,0.0,0.0
49,21493.76,4,16958,west,31,0,0.0,0.0
49,25200.03,8,33918,north,31,0,0.0,0.0
22,24781.25,13,22997,west,4,1,1084.38,1084.38
56,14522.68,15,33215,central,38,1,316.13,316.13
55,63584.65,15,34046,south,37,0,0.0,0.0
45,21303.88,15,24097,west,27,0,0.0,0.0
44,16313.65,7,42040,south,26,0,0.0,0.0
50,32560.0,1,14681,south,32,0,0.0,0.0
28,37463.12,17,46969,north,10,0,0.0,0.0
58,27672.26,18,26176,east,40,2,619.04,1238.08
25,28843.3,12,35826,south,7,0,0.0,0.0
28,11244.37,10,35500,east,10,0,0.0,0.0
38,26165.97,2,22952,east,20,0,0.0,0.0
23,18278.18,2,32620,east,5,0,0.0,0.0
27,27883.5,7,18853,west,9,1,1082.01,1082.01
44,29492.95,7,16990,west,26,0,0.0,0.0
28,21670.4,18,10376,east,10,0,0.0,0.0
57,22938.6,7,8722,north,39,0,0.0,0.0
22,15357.67,11,8288,central,4,0,0.0,0.0
41,39334.54,17,44969,south,23,0,0.0,0.0
44,10942.62,12,27986,west,26,0,0.0,0.0
50,10106.2,10,48411,central,32,0,0.0,0.0
51,10981.73,2,7007,central,33,0,0.0,0.0
43,23591.64,20,40058,east,25,0,0.0,0.0
54,14579.56,13,28224,east,36,0,0.0,0.0
46,13035.42,3,40480,south,28,0,0.0,0.0
59,29816.21,17,20091,central,41,0,0.0,0.0
49,23010.06,20,32160,south,31,1,1757.45,1757.45
54,14403.8,7,49219,central,36,0,0.0,0.0
41,12654.12,12,43572,east,23,0,0.0,0.0
44,16488.06,11,35690,west,26,0,0.0,0.0
36,15994.99,9,11073,west,18,0,0.0,0.0
21,8100.08,20,44014,west,3,0,0.0,0.0
59,27145.77,2,7344,east,41,0,0.0,0.0
38,34485.35,10,23916,north,20,0,0.0,0.0
44,8024.35,3,21836,east,26,0,0.0,0.0
56,21329.66,16,27041,north,38,0,0.0,0.0
